route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_0,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_1,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_2,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_3,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_4,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_5,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_6,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_7,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_8,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_9,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_10,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_11,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_12,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_13,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_14,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_15,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_16,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_17,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_18,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_19,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_20,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_21,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_22,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_23,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_24,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_25,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_26,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_27,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_28,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_29,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_30,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_31,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_32,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_33,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_34,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_35,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_36,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_37,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_38,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_39,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_40,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_41,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_42,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_43,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_44,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_45,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_46,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_47,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_48,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_49,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_50,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_51,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_52,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_53,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_54,Ben Thanh,0,shape_hcmc_11919222
hcmc_11919222,hcmc_weekday,hcmc_11919222_trip_55,Ben Thanh,0,shape_hcmc_11919222
