route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_0,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_1,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_2,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_3,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_4,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_5,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_6,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_7,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_8,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_9,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_10,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_11,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_12,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_13,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_14,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_15,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_16,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_17,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_18,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_19,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_20,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_21,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_22,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_23,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_24,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_25,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_26,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_27,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_28,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_29,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_30,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_31,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_32,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_33,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_34,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_35,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_36,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_37,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_38,Yen Nghia,0,shape_hanoi_9684066
hanoi_9684066,hanoi_weekday,hanoi_9684066_trip_39,Yen Nghia,0,shape_hanoi_9684066
